# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* AKMGFOCH_03873      K03179  221.53  362.7  1.4e-108 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]
* AKMGFOCH_03877      K11474  312.73  425.6    2e-128 GntR family transcriptional regulator, glc operon transcriptional activator
* AKMGFOCH_03877      K05799  137.50  206.9   2.5e-61 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
* AKMGFOCH_03878      K01638  182.53  356.8  7.3e-107 malate synthase [EC:2.3.3.9]
* AKMGFOCH_03881      K08281  110.00  140.8   2.1e-41 nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
* AKMGFOCH_03882      K16137  112.03  145.9   7.8e-43 TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
* AKMGFOCH_03886      K03111   31.73  198.7   5.8e-59 single-strand DNA-binding protein
* AKMGFOCH_03888      K03701  344.53 1569.0         0 excinuclease ABC subunit A
* AKMGFOCH_03889      K00799   63.80   78.6     2e-22 glutathione S-transferase [EC:2.5.1.18]
* AKMGFOCH_03890      K01129  101.57  433.2  5.5e-130 dGTPase [EC:3.1.5.1]
* AKMGFOCH_03891      K01735  329.27  518.1  1.2e-155 3-dehydroquinate synthase [EC:4.2.3.4]
* AKMGFOCH_03892      K00891  128.87  207.6   1.3e-61 shikimate kinase [EC:2.7.1.71]
* AKMGFOCH_03893      K05366  619.73  840.3  6.4e-253 penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
* AKMGFOCH_03894      K06202   92.97  115.5   4.9e-34 iron-sulfur cluster assembly protein CyaY
* AKMGFOCH_03895      K01586  270.77  542.2  6.4e-163 diaminopimelate decarboxylase [EC:4.1.1.20]
* AKMGFOCH_03897      K07399  105.07  377.9  2.6e-113 cytochrome c biogenesis protein
* AKMGFOCH_03899      K03978   93.13  236.9   1.2e-70 GTP-binding protein
* AKMGFOCH_03900      K01698  173.53  566.7  2.8e-170 porphobilinogen synthase [EC:4.2.1.24]
* AKMGFOCH_03902      K04084  264.13  782.6  1.5e-235 thioredoxin:protein disulfide reductase [EC:1.8.4.16]
* AKMGFOCH_03903      K03926   34.80  117.4   3.1e-34 periplasmic divalent cation tolerance protein
* AKMGFOCH_03904      K02503   86.70  112.0   1.4e-32 histidine triad (HIT) family protein
* AKMGFOCH_03905      K02879   34.23  216.0     3e-64 large subunit ribosomal protein L17
* AKMGFOCH_03906      K03040   49.73  405.3  8.5e-122 DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
* AKMGFOCH_03907      K02986   64.13  232.3   3.3e-69 small subunit ribosomal protein S4
* AKMGFOCH_03908      K02948   94.57  189.6   3.4e-56 small subunit ribosomal protein S11
* AKMGFOCH_03909      K02952  112.27  173.4   2.2e-51 small subunit ribosomal protein S13
* AKMGFOCH_03910      K02919   26.43   58.8   2.9e-16 large subunit ribosomal protein L36
* AKMGFOCH_03911      K02518   44.83  139.3   2.6e-41 translation initiation factor IF-1
* AKMGFOCH_03912      K03076  212.67  617.5  9.4e-186 preprotein translocase subunit SecY
* AKMGFOCH_03913      K02876   48.30  168.2   1.2e-49 large subunit ribosomal protein L15
* AKMGFOCH_03914      K02907   33.73   64.4   2.1e-18 large subunit ribosomal protein L30
* AKMGFOCH_03915      K02988  138.70  217.8     1e-64 small subunit ribosomal protein S5
* AKMGFOCH_03916      K02881   53.57  132.6     7e-39 large subunit ribosomal protein L18
* AKMGFOCH_03917      K02933  107.30  261.3   5.5e-78 large subunit ribosomal protein L6
* AKMGFOCH_03918      K02994   88.37  208.0   2.2e-62 small subunit ribosomal protein S8
* AKMGFOCH_03919      K02954   30.37  135.1   1.1e-39 small subunit ribosomal protein S14
* AKMGFOCH_03920      K02931  104.20  319.5   6.1e-96 large subunit ribosomal protein L5
* AKMGFOCH_03921      K02895   66.07   92.5     9e-27 large subunit ribosomal protein L24
* AKMGFOCH_03922      K02874  101.27  195.8   2.9e-58 large subunit ribosomal protein L14
* AKMGFOCH_03923      K22616  203.50  361.4  9.4e-109 ornithine lipid ester-linked acyl 2-hydroxylase [EC:1.14.11.58]
* AKMGFOCH_03924      K19962  640.60  780.9  1.4e-235 6-oxohexanoate dehydrogenase [EC:1.2.1.63]
* AKMGFOCH_03924      K00135  586.90  648.4  5.4e-195 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
* AKMGFOCH_03927      K14063  149.57  251.6   7.2e-75 AraC family transcriptional regulator, positive regulator of tynA and feaB
* AKMGFOCH_03929      K01999  174.37  186.1   5.3e-55 branched-chain amino acid transport system substrate-binding protein
* AKMGFOCH_03930      K01995  308.67  343.1  1.2e-102 branched-chain amino acid transport system ATP-binding protein
* AKMGFOCH_03932      K01997  143.13  242.0   3.4e-72 branched-chain amino acid transport system permease protein
* AKMGFOCH_03933      K01998  236.27  257.0   1.2e-76 branched-chain amino acid transport system permease protein
* AKMGFOCH_03935      K02961   83.10  129.4   5.3e-38 small subunit ribosomal protein S17
* AKMGFOCH_03936      K02904   56.20   69.7   9.5e-20 large subunit ribosomal protein L29
* AKMGFOCH_03937      K02878  100.33  233.8   1.3e-69 large subunit ribosomal protein L16
* AKMGFOCH_03938      K02982  105.00  373.4  2.9e-112 small subunit ribosomal protein S3
* AKMGFOCH_03939      K02890   78.23  155.4   6.7e-46 large subunit ribosomal protein L22
* AKMGFOCH_03940      K02965  103.37  171.2   7.7e-51 small subunit ribosomal protein S19
* AKMGFOCH_03941      K02886  134.20  314.7   3.6e-94 large subunit ribosomal protein L2
* AKMGFOCH_03942      K02892   49.40   88.0   3.2e-25 large subunit ribosomal protein L23
* AKMGFOCH_03943      K02926   86.50  246.5   1.9e-73 large subunit ribosomal protein L4
* AKMGFOCH_03944      K02906  232.47  330.2   1.2e-98 large subunit ribosomal protein L3
* AKMGFOCH_03945      K02946   65.07  139.3   5.6e-41 small subunit ribosomal protein S10
* AKMGFOCH_03946      K02358  360.20  831.5  1.4e-250 elongation factor Tu
* AKMGFOCH_03947      K02355  519.00 1177.9         0 elongation factor G
* AKMGFOCH_03948      K02992  102.63  214.9   4.9e-64 small subunit ribosomal protein S7
* AKMGFOCH_03949      K02950   78.87  245.1   2.8e-73 small subunit ribosomal protein S12
* AKMGFOCH_03952      K07165   43.50   46.5   1.1e-12 transmembrane sensor
* AKMGFOCH_03956      K03046  736.73 2027.7         0 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
* AKMGFOCH_03957      K03043  619.00 1761.5         0 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
* AKMGFOCH_03958      K02935   22.50  152.8   3.1e-45 large subunit ribosomal protein L7/L12
* AKMGFOCH_03959      K02864   48.70  177.1     2e-52 large subunit ribosomal protein L10
* AKMGFOCH_03960      K02863   90.73  294.3   4.2e-88 large subunit ribosomal protein L1
* AKMGFOCH_03961      K02867   65.63  237.6   6.5e-71 large subunit ribosomal protein L11
* AKMGFOCH_03962      K02601  100.17  262.6   1.4e-78 transcription termination/antitermination protein NusG
* AKMGFOCH_03963      K03073   22.37   71.7   2.4e-20 preprotein translocase subunit SecE
* AKMGFOCH_03965      K02358  360.20  831.5  1.4e-250 elongation factor Tu
* AKMGFOCH_03971      K01915   56.00  290.2   1.5e-86 glutamine synthetase [EC:6.3.1.2]
* AKMGFOCH_03972      K18649  264.63  393.9  2.3e-118 inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]
* AKMGFOCH_03973      K02012  205.13  276.4   1.8e-82 iron(III) transport system substrate-binding protein
* AKMGFOCH_03975      K02011  340.00  414.6  2.1e-124 iron(III) transport system permease protein
* AKMGFOCH_03977      K07795   99.77  315.1   3.2e-94 putative tricarboxylic transport membrane protein
* AKMGFOCH_03979      K01760  472.73  484.2  1.4e-145 cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
* AKMGFOCH_03982      K01424  150.13  330.0   1.5e-98 L-asparaginase [EC:3.5.1.1]
* AKMGFOCH_03983      K03497   53.27  261.0   9.2e-78 ParB family transcriptional regulator, chromosome partitioning protein
* AKMGFOCH_03984      K22476   94.03  166.7   3.8e-49 N-acetylglutamate synthase [EC:2.3.1.1]
* AKMGFOCH_03985      K03496  136.40  313.9   7.6e-94 chromosome partitioning protein
* AKMGFOCH_03986      K03501   62.77  205.1   7.4e-61 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]
* AKMGFOCH_03987      K03495  408.73  974.7  9.8e-294 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
* AKMGFOCH_03988      K03704   82.77  129.5   5.8e-38 cold shock protein
* AKMGFOCH_03989      K07120   69.97  310.9   4.8e-93 uncharacterized protein
* AKMGFOCH_03990      K14287  443.97  594.8  2.1e-179 methionine transaminase [EC:2.6.1.88]
* AKMGFOCH_03991      K07793   63.37  642.2  3.9e-193 putative tricarboxylic transport membrane protein
* AKMGFOCH_03992      K07794   44.67   90.1   5.5e-26 putative tricarboxylic transport membrane protein
* AKMGFOCH_03993      K07795   99.77  317.7   4.9e-95 putative tricarboxylic transport membrane protein
* AKMGFOCH_03994      K07649  413.20  504.2  1.7e-151 two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
* AKMGFOCH_03995      K07774  291.13  300.4   3.6e-90 two-component system, OmpR family, response regulator TctD
* AKMGFOCH_03996      K03281  325.63  472.7  7.9e-142 chloride channel protein, CIC family
* AKMGFOCH_03998      K03650  176.63  600.4  2.6e-180 tRNA modification GTPase [EC:3.6.-.-]
* AKMGFOCH_03999      K02035  246.87  397.5  4.2e-119 peptide/nickel transport system substrate-binding protein
* AKMGFOCH_04000      K02033  271.33  353.0  1.2e-105 peptide/nickel transport system permease protein
* AKMGFOCH_04001      K02034  258.23  333.9  6.4e-100 peptide/nickel transport system permease protein
* AKMGFOCH_04002      K02031  437.70  512.8  9.4e-154 peptide/nickel transport system ATP-binding protein
* AKMGFOCH_04003      K02032  423.43  482.4  1.2e-144 peptide/nickel transport system ATP-binding protein
* AKMGFOCH_04004      K01451  524.50  601.7  6.5e-181 hippurate hydrolase [EC:3.5.1.32]
* AKMGFOCH_04008      K03781   76.57  811.1  4.7e-244 catalase [EC:1.11.1.6]
* AKMGFOCH_04009      K03217  113.47  300.9   5.7e-90 YidC/Oxa1 family membrane protein insertase
* AKMGFOCH_04010      K03536   19.47   76.4   1.1e-21 ribonuclease P protein component [EC:3.1.26.5]
* AKMGFOCH_04011      K02914   21.07   77.5   4.9e-22 large subunit ribosomal protein L34
* AKMGFOCH_04012      K02313  124.17  609.8  1.7e-183 chromosomal replication initiator protein
* AKMGFOCH_04013      K02338   51.93  384.0  4.4e-115 DNA polymerase III subunit beta [EC:2.7.7.7]
* AKMGFOCH_04014      K02470  946.83 1028.4         0 DNA gyrase subunit B [EC:5.6.2.2]
* AKMGFOCH_04015      K07552  309.93  348.9  1.4e-104 MFS transporter, DHA1 family, multidrug resistance protein
* AKMGFOCH_04019      K08217  217.57  222.7   2.5e-66 MFS transporter, DHA3 family, macrolide efflux protein
* AKMGFOCH_04020      K06911   93.27  137.7   2.4e-40 quercetin 2,3-dioxygenase [EC:1.13.11.24]
* AKMGFOCH_04025      K10001  242.20  393.3  3.3e-118 glutamate/aspartate transport system substrate-binding protein
* AKMGFOCH_04025      K02030   87.10  103.1   5.6e-30 polar amino acid transport system substrate-binding protein
* AKMGFOCH_04026      K10003  258.77  362.5  3.1e-109 glutamate/aspartate transport system permease protein
* AKMGFOCH_04026      K02029  212.03  225.9   2.9e-67 polar amino acid transport system permease protein
* AKMGFOCH_04027      K10002  239.87  339.3  3.4e-102 glutamate/aspartate transport system permease protein
* AKMGFOCH_04027      K02029  212.03  244.0   9.3e-73 polar amino acid transport system permease protein
* AKMGFOCH_04028      K10004  413.10  442.8  7.5e-134 glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]
* AKMGFOCH_04028      K02028  376.33  428.2  1.6e-128 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* AKMGFOCH_04029      K01620   97.67  389.9  6.8e-117 threonine aldolase [EC:4.1.2.48]
* AKMGFOCH_04030      K15268  159.57  372.2  8.6e-112 O-acetylserine/cysteine efflux transporter
* AKMGFOCH_04031      K01512   74.67  102.1   1.8e-29 acylphosphatase [EC:3.6.1.7]
* AKMGFOCH_04033      K00101  459.97  506.0  6.6e-152 L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
* AKMGFOCH_04034      K07486   30.00  208.5   8.2e-62 transposase
* AKMGFOCH_04036      K02052  498.67  506.4  5.5e-152 putative spermidine/putrescine transport system ATP-binding protein
* AKMGFOCH_04036      K02010  456.90  457.7  2.3e-137 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
* AKMGFOCH_04038      K02053  244.87  260.0   1.1e-77 putative spermidine/putrescine transport system permease protein
* AKMGFOCH_04043      K12972  244.93  378.5  8.2e-114 glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
* AKMGFOCH_04044      K13652  198.10  299.1   2.2e-89 AraC family transcriptional regulator
* AKMGFOCH_04046      K07795   99.77  324.3   5.1e-97 putative tricarboxylic transport membrane protein
* AKMGFOCH_04047      K01473  647.17  939.7  7.1e-283 N-methylhydantoinase A [EC:3.5.2.14]
* AKMGFOCH_04048      K01474  594.50  680.7  1.1e-204 N-methylhydantoinase B [EC:3.5.2.14]
* AKMGFOCH_04049      K03710  167.27  169.7   4.9e-50 GntR family transcriptional regulator
* AKMGFOCH_04050      K02055  201.10  222.6     5e-66 putative spermidine/putrescine transport system substrate-binding protein
* AKMGFOCH_04051      K02052  498.67  512.4  8.1e-154 putative spermidine/putrescine transport system ATP-binding protein
* AKMGFOCH_04051      K02010  456.90  466.3  5.5e-140 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
* AKMGFOCH_04053      K02053  244.87  271.7   3.1e-81 putative spermidine/putrescine transport system permease protein
* AKMGFOCH_04055      K22550   93.67  105.6   4.3e-31 D-hydroxyproline dehydrogenase subunit gamma
* AKMGFOCH_04056      K24954  654.70  698.2  1.6e-210 octopine oxidase subunit A
* AKMGFOCH_04058      K09022   75.57   83.1     9e-24 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* AKMGFOCH_04059      K01485  142.50  505.4  6.1e-152 cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
* AKMGFOCH_04060      K23536  183.17  331.1   3.5e-99 general nucleoside transport system permease protein
* AKMGFOCH_04061      K23535  267.70  333.2   1.1e-99 general nucleoside transport system permease protein
* AKMGFOCH_04062      K23537  581.27  688.4  2.9e-207 general nucleoside transport system ATP-binding protein
* AKMGFOCH_04063      K07335  112.43  268.3   5.5e-80 basic membrane protein A and related proteins
* AKMGFOCH_04064      K03975   63.63   90.8   3.4e-26 membrane-associated protein
* AKMGFOCH_04065      K00077   99.67  228.8   4.2e-68 2-dehydropantoate 2-reductase [EC:1.1.1.169]
* AKMGFOCH_04066      K07118  127.60  265.7   1.7e-79 uncharacterized protein
* AKMGFOCH_04073      K07486   30.00  208.3   8.9e-62 transposase
* AKMGFOCH_04074      K07117  129.80  146.8   3.9e-43 uncharacterized protein
* AKMGFOCH_04075      K08994   67.43  270.7     8e-81 ion channel-forming bestrophin family protein
* AKMGFOCH_04076      K03719  128.80  204.7   6.8e-61 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* AKMGFOCH_04077      K01652  506.80  770.5  6.4e-232 acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
* AKMGFOCH_04078      K00046  315.50  321.8   9.3e-97 gluconate 5-dehydrogenase [EC:1.1.1.69]
* AKMGFOCH_04078      K00059  266.63  269.5   2.1e-80 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* AKMGFOCH_04079      K02050  137.87  205.6   4.5e-61 NitT/TauT family transport system permease protein
* AKMGFOCH_04082      K03169  545.27  961.7  1.5e-289 DNA topoisomerase III [EC:5.6.2.1]
* AKMGFOCH_04084      K01894  316.00  417.9  1.5e-125 glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]
* AKMGFOCH_04085      K03747   65.20  171.8     3e-51 Smg protein
* AKMGFOCH_04087      K07080   85.37  347.5  5.7e-104 uncharacterized protein
* AKMGFOCH_04088      K19967  510.83  569.9  9.7e-172 D-threonine aldolase [EC:4.1.2.42]
* AKMGFOCH_04090      K02028  376.33  412.9    7e-124 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* AKMGFOCH_04091      K02029  212.03  243.1   1.8e-72 polar amino acid transport system permease protein
* AKMGFOCH_04092      K02029  212.03  240.5   1.1e-71 polar amino acid transport system permease protein
* AKMGFOCH_04093      K02030   87.10  147.9   1.3e-43 polar amino acid transport system substrate-binding protein
* AKMGFOCH_04094      K09946   29.87   93.9   3.9e-27 uncharacterized protein
* AKMGFOCH_04095      K07795   99.77  294.2     7e-88 putative tricarboxylic transport membrane protein
* AKMGFOCH_04096      K00821  487.60  521.1  1.3e-156 acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
* AKMGFOCH_04099      K13633  283.13  415.6  7.2e-125 AraC family transcriptional regulator, transcriptional activator FtrA
* AKMGFOCH_04101      K08973   45.50  100.8   2.8e-29 protoporphyrinogen IX oxidase [EC:1.3.99.-]
* AKMGFOCH_04103      K18828  102.70  162.1   5.3e-48 tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]
* AKMGFOCH_04104      K18829   36.50   70.4   5.5e-20 antitoxin VapB
* AKMGFOCH_04107      K05834  159.47  169.0   3.1e-50 homoserine/homoserine lactone efflux protein
* AKMGFOCH_04111      K05799  137.50  198.6   7.9e-59 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
* AKMGFOCH_04112      K08169  391.37  606.0  1.2e-182 MFS transporter, DHA2 family, multidrug resistance protein
* AKMGFOCH_04113      K16088  500.73  839.3  1.3e-252 outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
* AKMGFOCH_04113      K02014  162.10  302.8   2.4e-90 iron complex outermembrane recepter protein
* AKMGFOCH_04114      K07165   43.50  168.1   1.5e-49 transmembrane sensor
* AKMGFOCH_04115      K03088   59.37   95.4   1.6e-27 RNA polymerase sigma-70 factor, ECF subfamily
* AKMGFOCH_04116      K20034  715.50  755.1  1.9e-227 3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]
* AKMGFOCH_04118      K00249  374.13  395.3    2e-118 acyl-CoA dehydrogenase [EC:1.3.8.7]
* AKMGFOCH_04119      K00059  266.63  274.3   7.6e-82 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* AKMGFOCH_04120      K24012  662.93  802.1  3.4e-241 acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]
* AKMGFOCH_04121      K07795   99.77  322.0   2.5e-96 putative tricarboxylic transport membrane protein
* AKMGFOCH_04122      K07068   34.70   74.6   3.1e-21 uncharacterized protein
* AKMGFOCH_04123      K00626   69.50   98.9   1.1e-28 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
* AKMGFOCH_04127      K01114  136.90  519.6  4.4e-156 phospholipase C [EC:3.1.4.3]
* AKMGFOCH_04129      K05306  163.43  383.7  1.3e-115 phosphonoacetaldehyde hydrolase [EC:3.11.1.1]
* AKMGFOCH_04131      K02042  122.30  344.5  3.9e-103 phosphonate transport system permease protein
* AKMGFOCH_04132      K02041  278.00  365.4  1.7e-109 phosphonate transport system ATP-binding protein [EC:7.3.2.2]
* AKMGFOCH_04133      K02044  163.83  281.3   6.5e-84 phosphonate transport system substrate-binding protein
* AKMGFOCH_04134      K21703  289.37  295.6   2.6e-88 LysR family transcriptional regulator, low CO2-responsive transcriptional regulator
* AKMGFOCH_04135      K08225  201.67  255.7   2.8e-76 MFS transporter, ENTS family, enterobactin (siderophore) exporter
* AKMGFOCH_04135      K08217  217.57  225.0   5.2e-67 MFS transporter, DHA3 family, macrolide efflux protein
