# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* APNAJNJK_02784      K13587  344.67  511.5  9.2e-154 two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
* APNAJNJK_02786      K03092   63.07  505.0  8.2e-152 RNA polymerase sigma-54 factor
* APNAJNJK_02788      K07713  554.23  567.6  1.4e-170 two-component system, NtrC family, response regulator HydG
* APNAJNJK_02791      K09779   34.03   66.3   8.6e-19 uncharacterized protein
* APNAJNJK_02793      K08995   37.87  129.8     5e-38 putative membrane protein
* APNAJNJK_02795      K05594   44.30   54.2   6.5e-15 ElaB protein
* APNAJNJK_02798      K05520  193.80  269.4   1.7e-80 protease I [EC:3.5.1.124]
* APNAJNJK_02808      K02014  162.10  340.4  9.7e-102 iron complex outermembrane recepter protein
* APNAJNJK_02810      K07507   42.53  183.0   3.1e-54 putative Mg2+ transporter-C (MgtC) family protein
* APNAJNJK_02814      K06151  420.83  876.6  2.9e-264 gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]
* APNAJNJK_02815      K06152   92.30  290.4   5.9e-87 gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]
* APNAJNJK_02818      K18072  497.13  547.3  9.9e-165 two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]
* APNAJNJK_02819      K07240   42.83  137.4   2.4e-40 chromate transporter
* APNAJNJK_02822      K09936   36.40  135.5   8.2e-40 bacterial/archaeal transporter family-2 protein
* APNAJNJK_02824      K07401   42.93  164.4   1.2e-48 selenoprotein W-related protein
* APNAJNJK_02825      K07793   63.37  629.3  2.9e-189 putative tricarboxylic transport membrane protein
* APNAJNJK_02826      K07794   44.67   84.7   2.3e-24 putative tricarboxylic transport membrane protein
* APNAJNJK_02827      K02456   79.27  182.2     5e-54 general secretion pathway protein G
* APNAJNJK_02828      K02460   50.17  210.0   2.3e-62 general secretion pathway protein K
* APNAJNJK_02829      K02461   69.83  102.7   1.3e-29 general secretion pathway protein L
* APNAJNJK_02830      K02462   51.30   64.9   4.3e-18 general secretion pathway protein M
* APNAJNJK_02832      K02454  625.67  652.4  2.5e-196 general secretion pathway protein E [EC:7.4.2.8]
* APNAJNJK_02833      K02455  401.93  436.1  5.6e-131 general secretion pathway protein F
* APNAJNJK_02835      K02040   60.83  105.1   1.6e-30 phosphate transport system substrate-binding protein
* APNAJNJK_02838      K03088   59.37   80.3     6e-23 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_02839      K07165   43.50  182.1   7.8e-54 transmembrane sensor
* APNAJNJK_02843      K02457   76.60  121.5   1.4e-35 general secretion pathway protein H
* APNAJNJK_02844      K02458   59.23   85.1   2.6e-24 general secretion pathway protein I
* APNAJNJK_02845      K02459   63.90  107.9   2.3e-31 general secretion pathway protein J
* APNAJNJK_02846      K02452   55.40   59.0     2e-16 general secretion pathway protein C
* APNAJNJK_02847      K09958   72.67  292.7   5.7e-88 uncharacterized protein
* APNAJNJK_02853      K13639  109.53  247.7   4.1e-74 MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR
* APNAJNJK_02854      K18305  117.70  180.9   3.8e-54 transmembrane protein
* APNAJNJK_02859      K18305  117.70  128.7   5.1e-38 transmembrane protein
* APNAJNJK_02861      K02049  351.77  368.0  3.1e-110 NitT/TauT family transport system ATP-binding protein
* APNAJNJK_02861      K15555  333.57  352.2  1.2e-105 sulfonate transport system ATP-binding protein [EC:7.6.2.14]
* APNAJNJK_02862      K15552  277.07  343.8  2.6e-103 taurine transport system permease protein
* APNAJNJK_02862      K15554  237.90  275.4   2.6e-82 sulfonate transport system permease protein
* APNAJNJK_02862      K02050  137.87  233.6   1.4e-69 NitT/TauT family transport system permease protein
* APNAJNJK_02863      K15551  231.37  331.8   1.7e-99 taurine transport system substrate-binding protein
* APNAJNJK_02864      K22589  435.63  486.5  2.2e-146 threo-3-hydroxy-L-aspartate ammonia-lyase [EC:4.3.1.16]
* APNAJNJK_02864      K01754  257.83  377.1  5.4e-113 threonine dehydratase [EC:4.3.1.19]
* APNAJNJK_02865      K07126   62.80  196.3     3e-58 uncharacterized protein
* APNAJNJK_02867      K03797  129.83  262.5   2.7e-78 carboxyl-terminal processing protease [EC:3.4.21.102]
* APNAJNJK_02873      K01297   74.73  360.2    6e-108 muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]
* APNAJNJK_02878      K06015  129.47  642.4  3.7e-193 N-acyl-D-amino-acid deacylase [EC:3.5.1.81]
* APNAJNJK_02879      K02032  423.43  538.4  1.3e-161 peptide/nickel transport system ATP-binding protein
* APNAJNJK_02880      K02031  437.70  529.4  8.5e-159 peptide/nickel transport system ATP-binding protein
* APNAJNJK_02881      K02034  258.23  338.2    3e-101 peptide/nickel transport system permease protein
* APNAJNJK_02882      K02033  271.33  396.2  9.1e-119 peptide/nickel transport system permease protein
* APNAJNJK_02883      K02035  246.87  312.2   2.7e-93 peptide/nickel transport system substrate-binding protein
* APNAJNJK_02885      K09022   75.57  137.8   1.6e-40 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* APNAJNJK_02886      K19746  255.53  566.4  2.1e-170 D-arginine dehydrogenase [EC:1.4.99.6]
* APNAJNJK_02888      K11475  167.63  265.1   1.6e-79 GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
* APNAJNJK_02889      K16164  305.57  318.6   1.4e-95 acylpyruvate hydrolase [EC:3.7.1.5]
* APNAJNJK_02892      K16320  176.67  208.2   1.5e-62 anthranilate 1,2-dioxygenase small subunit [EC:1.14.12.1]
* APNAJNJK_02893      K16319  529.07  537.4  6.9e-162 anthranilate 1,2-dioxygenase large subunit [EC:1.14.12.1]
* APNAJNJK_02894      K05710  109.43  120.9   2.1e-35 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component
* APNAJNJK_02895      K00529  395.93  474.8  1.1e-142 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]
* APNAJNJK_02897      K02509  329.40  441.7  2.6e-133 2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]
* APNAJNJK_02898      K07795   99.77  321.6   3.1e-96 putative tricarboxylic transport membrane protein
* APNAJNJK_02903      K00799   63.80   90.0   6.9e-26 glutathione S-transferase [EC:2.5.1.18]
* APNAJNJK_02908      K00116  205.47  770.9  2.9e-232 malate dehydrogenase (quinone) [EC:1.1.5.4]
* APNAJNJK_02909      K13985   86.03  293.4   1.3e-87 N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]
* APNAJNJK_02910      K19736  170.90  258.0   6.6e-77 TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
* APNAJNJK_02911      K00799   63.80  112.7   8.6e-33 glutathione S-transferase [EC:2.5.1.18]
* APNAJNJK_02914      K11811  107.30  447.5  9.1e-135 arsenical resistance protein ArsH
* APNAJNJK_02916      K03325  115.50  414.4  2.5e-124 arsenite transporter
* APNAJNJK_02917      K23988  184.70  190.2   1.3e-56 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor / arsenate reductase (thioredoxin) [EC:1.20.4.4]
* APNAJNJK_02917      K03741  124.23  187.9   1.3e-55 arsenate reductase (thioredoxin) [EC:1.20.4.4]
* APNAJNJK_02920      K07137   92.07  758.4  1.4e-228 uncharacterized protein
* APNAJNJK_02921      K02014  162.10  273.2   2.1e-81 iron complex outermembrane recepter protein
* APNAJNJK_02922      K07165   43.50  229.5   3.3e-68 transmembrane sensor
* APNAJNJK_02923      K03088   59.37   76.2   1.1e-21 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_02924      K09972  447.67  452.9  6.5e-137 general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]
* APNAJNJK_02924      K02028  376.33  447.7  1.9e-134 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* APNAJNJK_02925      K09971  272.13  448.9  8.2e-135 general L-amino acid transport system permease protein
* APNAJNJK_02926      K09970  367.30  485.5  1.3e-145 general L-amino acid transport system permease protein
* APNAJNJK_02927      K09969  281.23  475.9  2.8e-143 general L-amino acid transport system substrate-binding protein
* APNAJNJK_02930      K02014  162.10  241.6   7.6e-72 iron complex outermembrane recepter protein
* APNAJNJK_02932      K02032  423.43  444.8  2.7e-133 peptide/nickel transport system ATP-binding protein
* APNAJNJK_02933      K02031  437.70  484.3  3.7e-145 peptide/nickel transport system ATP-binding protein
* APNAJNJK_02934      K02034  258.23  293.4   1.1e-87 peptide/nickel transport system permease protein
* APNAJNJK_02935      K02033  271.33  360.9  4.6e-108 peptide/nickel transport system permease protein
* APNAJNJK_02936      K02035  246.87  389.7  8.9e-117 peptide/nickel transport system substrate-binding protein
* APNAJNJK_02942      K15553  190.57  205.6   5.4e-61 sulfonate transport system substrate-binding protein
* APNAJNJK_02943      K15554  237.90  305.7   1.7e-91 sulfonate transport system permease protein
* APNAJNJK_02943      K02050  137.87  211.7     6e-63 NitT/TauT family transport system permease protein
* APNAJNJK_02944      K15554  237.90  285.7     2e-85 sulfonate transport system permease protein
* APNAJNJK_02944      K02050  137.87  206.9   1.7e-61 NitT/TauT family transport system permease protein
* APNAJNJK_02945      K15555  333.57  377.4  2.6e-113 sulfonate transport system ATP-binding protein [EC:7.6.2.14]
* APNAJNJK_02945      K02049  351.77  364.9  2.7e-109 NitT/TauT family transport system ATP-binding protein
* APNAJNJK_02946      K24116  525.63  737.8  1.3e-222 N-acetyl-S-(2-succino)cysteine monooxygenase [EC:1.14.-.-]
* APNAJNJK_02947      K01951  102.90  111.8     1e-32 GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
* APNAJNJK_02948      K03303  102.50  209.8   2.1e-62 lactate permease
* APNAJNJK_02950      K07156   86.23  122.7     9e-36 copper resistance protein C
* APNAJNJK_02952      K03607   39.50  149.1   7.2e-44 ProP effector
* APNAJNJK_02953      K07795   99.77  277.5   7.5e-83 putative tricarboxylic transport membrane protein
* APNAJNJK_02954      K01053  201.30  314.7   4.4e-94 gluconolactonase [EC:3.1.1.17]
* APNAJNJK_02955      K01708  640.50  850.3  1.2e-256 galactarate dehydratase [EC:4.2.1.42]
* APNAJNJK_02956      K01707  293.93  475.2    2e-143 5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]
* APNAJNJK_02957      K13877  603.63  822.5  5.1e-248 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]
* APNAJNJK_02960      K02016  150.73  201.6   8.3e-60 iron complex transport system substrate-binding protein
* APNAJNJK_02961      K02015  331.70  372.4  1.3e-111 iron complex transport system permease protein
* APNAJNJK_02963      K02013  262.67  271.3   6.2e-81 iron complex transport system ATP-binding protein [EC:7.2.2.-]
* APNAJNJK_02964      K01754  257.83  467.5  2.2e-140 threonine dehydratase [EC:4.3.1.19]
* APNAJNJK_02967      K03975   63.63  221.9   3.6e-66 membrane-associated protein
* APNAJNJK_02968      K02069   75.63  285.3   2.9e-85 UDP-glucose/iron transport system permease protein
* APNAJNJK_02969      K02068  228.80  241.6   3.6e-72 UDP-glucose/iron transport system ATP-binding protein
* APNAJNJK_02970      K03897  393.30  624.8  5.4e-188 lysine N6-hydroxylase [EC:1.14.13.59]
* APNAJNJK_02974      K00499  307.43  355.6  1.2e-106 choline monooxygenase [EC:1.14.15.7]
* APNAJNJK_02976      K07552  309.93  350.0  6.2e-105 MFS transporter, DHA1 family, multidrug resistance protein
* APNAJNJK_02977      K16088  500.73  875.6  1.3e-263 outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
* APNAJNJK_02977      K02014  162.10  285.1   5.1e-85 iron complex outermembrane recepter protein
* APNAJNJK_02978      K25286  259.90  274.5   8.1e-82 iron-siderophore transport system substrate-binding protein
* APNAJNJK_02981      K02013  262.67  349.4  1.2e-104 iron complex transport system ATP-binding protein [EC:7.2.2.-]
* APNAJNJK_02982      K02028  376.33  440.9  2.1e-132 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* APNAJNJK_02983      K02029  212.03  289.4   1.4e-86 polar amino acid transport system permease protein
* APNAJNJK_02984      K02030   87.10  185.5   4.6e-55 polar amino acid transport system substrate-binding protein
* APNAJNJK_02985      K00459  104.33  332.3   2.8e-99 nitronate monooxygenase [EC:1.13.12.16]
* APNAJNJK_02986      K02199   93.00  124.3     2e-36 cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
* APNAJNJK_02989      K08172  484.47  547.9  6.1e-165 MFS transporter, MHS family, shikimate and dehydroshikimate transport protein
* APNAJNJK_02990      K02182  496.70  678.2  4.3e-204 carnitine-CoA ligase [EC:6.2.1.48]
* APNAJNJK_02991      K18297  276.63  291.1   4.6e-87 LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
* APNAJNJK_02993      K00145  138.70  291.0   4.5e-87 N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
* APNAJNJK_02995      K03281  325.63  442.5  9.6e-133 chloride channel protein, CIC family
* APNAJNJK_02997      K07168  102.47  480.2  2.3e-144 CBS domain-containing membrane protein
* APNAJNJK_02999      K14987  259.30  263.3   6.4e-79 two-component system, LuxR family, response regulator FixJ
* APNAJNJK_03000      K11477   32.93  115.1   1.2e-33 glc operon protein GlcG
* APNAJNJK_03005      K13635  457.77  481.8  2.6e-145 LysR family transcriptional regulator, cys regulon transcriptional activator
* APNAJNJK_03007      K01760  472.73  473.3  2.7e-142 cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
* APNAJNJK_03009      K02028  376.33  419.3  7.6e-126 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* APNAJNJK_03010      K02029  212.03  213.0   2.2e-63 polar amino acid transport system permease protein
* APNAJNJK_03012      K00812  456.63  465.5    1e-139 aspartate aminotransferase [EC:2.6.1.1]
* APNAJNJK_03013      K02030   87.10  106.5   4.7e-31 polar amino acid transport system substrate-binding protein
* APNAJNJK_03014      K02030   87.10  116.6   4.2e-34 polar amino acid transport system substrate-binding protein
* APNAJNJK_03015      K07795   99.77  275.5     3e-82 putative tricarboxylic transport membrane protein
* APNAJNJK_03017      K01304   40.73  168.1   9.7e-50 pyroglutamyl-peptidase [EC:3.4.19.3]
* APNAJNJK_03018      K18297  276.63  277.7   5.4e-83 LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
* APNAJNJK_03022      K09022   75.57  106.4   6.4e-31 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* APNAJNJK_03023      K18900  320.60  441.6  9.8e-133 LysR family transcriptional regulator, regulator for bpeEF and oprC
* APNAJNJK_03028      K15256   99.33  176.9   2.4e-52 tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]
* APNAJNJK_03030      K21757  289.67  401.6  1.1e-120 LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes
* APNAJNJK_03031      K01856  361.17  576.0  1.1e-173 muconate cycloisomerase [EC:5.5.1.1]
* APNAJNJK_03032      K07795   99.77  326.3   1.1e-97 putative tricarboxylic transport membrane protein
* APNAJNJK_03034      K21062  295.90  385.5  7.8e-116 1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22]
* APNAJNJK_03035      K07795   99.77  341.0  4.2e-102 putative tricarboxylic transport membrane protein
* APNAJNJK_03037      K07795   99.77  293.0   1.5e-87 putative tricarboxylic transport membrane protein
* APNAJNJK_03038      K10218  168.60  169.2   4.1e-50 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]
* APNAJNJK_03040      K22293  177.70  269.1   1.8e-80 GntR family transcriptional regulator, rspAB operon transcriptional repressor
* APNAJNJK_03043      K02050  137.87  206.4   2.5e-61 NitT/TauT family transport system permease protein
* APNAJNJK_03044      K02051  148.33  167.5   2.2e-49 NitT/TauT family transport system substrate-binding protein
* APNAJNJK_03048      K18991  265.13  305.3   2.2e-91 AraC family transcriptional regulator, activator of mtrCDE
* APNAJNJK_03050      K01740  410.23  788.5  1.2e-237 O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
* APNAJNJK_03052      K09969  281.23  509.9  1.4e-153 general L-amino acid transport system substrate-binding protein
* APNAJNJK_03053      K09970  367.30  514.1  2.8e-154 general L-amino acid transport system permease protein
* APNAJNJK_03053      K09971  272.13  325.0   2.8e-97 general L-amino acid transport system permease protein
* APNAJNJK_03054      K24843   68.20  108.3   1.9e-31 O2-independent ubiquinone biosynthesis accessory factor UbiT
* APNAJNJK_03055      K24845  130.27  392.0  6.3e-118 O2-independent ubiquinone biosynthesis protein UbiV
* APNAJNJK_03056      K24844  368.20  522.6  1.3e-157 O2-independent ubiquinone biosynthesis protein UbiU
* APNAJNJK_03057      K07684  245.37  268.6   2.6e-80 two-component system, NarL family, nitrate/nitrite response regulator NarL
* APNAJNJK_03058      K07673  472.50  676.4  1.9e-203 two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]
* APNAJNJK_03059      K03753   50.93  172.5   4.7e-51 molybdopterin-guanine dinucleotide biosynthesis adapter protein
* APNAJNJK_03060      K01673   18.47  215.0     6e-64 carbonic anhydrase [EC:4.2.1.1]
* APNAJNJK_03061      K03639  134.97  371.5  1.7e-111 GTP 3',8-cyclase [EC:4.1.99.22]
* APNAJNJK_03063      K00374  179.07  284.2   4.5e-85 nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
* APNAJNJK_03064      K00373  129.33  207.4   1.2e-61 nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
* APNAJNJK_03065      K00371  303.73  924.3  1.8e-278 nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
* APNAJNJK_03066      K00370  815.20 2216.6         0 nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
* APNAJNJK_03067      K02575  153.10  432.7  7.8e-130 MFS transporter, NNP family, nitrate/nitrite transporter
* APNAJNJK_03068      K02575  153.10  377.9    3e-113 MFS transporter, NNP family, nitrate/nitrite transporter
* APNAJNJK_03069      K07234   52.20  319.0   1.5e-95 uncharacterized protein involved in response to NO
* APNAJNJK_03071      K16839  313.07  318.4   1.8e-95 FAD-dependent urate hydroxylase [EC:1.14.13.113]
* APNAJNJK_03073      K07799  439.30  450.4  2.8e-135 membrane fusion protein, multidrug efflux system
* APNAJNJK_03073      K03585  257.10  300.3   1.1e-89 membrane fusion protein, multidrug efflux system
* APNAJNJK_03074      K07788 1519.33 1647.8         0 multidrug efflux pump
* APNAJNJK_03078      K07795   99.77  297.0   9.2e-89 putative tricarboxylic transport membrane protein
