Entry	Feature	Location	Qualifier	Value
	CDS	3031075..3032742	locus_tag	HBIAX_02764
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3032898..3034028	gene	prmC_1
			locus_tag	HBIAX_02765
			EC_number	2.1.1.297
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_02126
			codon_start	1
			transl_table	11
			product	Release factor glutamine methyltransferase
				
	CDS	complement(3034078..3034767)	locus_tag	HBIAX_02766
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(3034800..3035324)	locus_tag	HBIAX_02767
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(3035321..3035818)	locus_tag	HBIAX_02768
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3036032..3036958	gene	benM_3
			locus_tag	HBIAX_02769
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:O68014
			codon_start	1
			transl_table	11
			product	HTH-type transcriptional regulator BenM
				
	CDS	3036996..3037799	gene	murI
			locus_tag	HBIAX_02770
			EC_number	5.1.1.3
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q836J0
			codon_start	1
			transl_table	11
			product	Glutamate racemase
				
	CDS	3037934..3038359	locus_tag	HBIAX_02771
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3038369..3038797	locus_tag	HBIAX_02772
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(3038825..3040207)	gene	sasA_6
			locus_tag	HBIAX_02773
			EC_number	2.7.-.-
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_01837
			codon_start	1
			transl_table	11
			product	Adaptive-response sensory-kinase SasA
				
	CDS	complement(3040204..3040866)	gene	phoP_3
			locus_tag	HBIAX_02774
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0DM78
			codon_start	1
			transl_table	11
			product	Virulence transcriptional regulatory protein PhoP
				
	CDS	complement(3040866..3041213)	locus_tag	HBIAX_02775
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3041414..3041749	locus_tag	HBIAX_02776
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3041760..3043079	locus_tag	HBIAX_02777
			EC_number	1.14.13.239
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_02098
			codon_start	1
			transl_table	11
			product	Carnitine monooxygenase reductase subunit
				
	CDS	3043139..3044464	locus_tag	HBIAX_02778
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3044630..3045082	locus_tag	HBIAX_02779
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P00279
			codon_start	1
			transl_table	11
			product	Azurin
				
	CDS	3045170..3045874	gene	fabG_9
			locus_tag	HBIAX_02780
			EC_number	1.1.1.100
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P99093
			codon_start	1
			transl_table	11
			product	3-oxoacyl-[acyl-carrier-protein] reductase FabG
				
	CDS	3046017..3047582	locus_tag	HBIAX_02781
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3047579..3048979	locus_tag	HBIAX_02782
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(3048936..3049904)	locus_tag	HBIAX_02783
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:B3EWP1
			note	UPF0065 protein in clcB-clcD intergenic region
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(3050043..3051191)	gene	ybhH
			locus_tag	HBIAX_02784
			EC_number	5.-.-.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0AAV8
			codon_start	1
			transl_table	11
			product	Putative isomerase YbhH
				
	CDS	3051244..3052182	gene	oxyR_4
			locus_tag	HBIAX_02785
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0ACQ4
			codon_start	1
			transl_table	11
			product	Hydrogen peroxide-inducible genes activator
				
	CDS	3052179..3052664	locus_tag	HBIAX_02786
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3052769..3053137	locus_tag	HBIAX_02787
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3053168..3053677	gene	ecfG
			locus_tag	HBIAX_02788
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:B3Q6P8
			codon_start	1
			transl_table	11
			product	ECF RNA polymerase sigma factor EcfG
				
	CDS	3053679..3054494	locus_tag	HBIAX_02789
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(3054896..3055633)	locus_tag	HBIAX_02790
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(3055618..3059253)	gene	carB_2
			locus_tag	HBIAX_02791
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_01210_B
			codon_start	1
			transl_table	11
			product	Carbamoyl-phosphate synthase large chain
				
	CDS	complement(3059280..3061109)	gene	atzF
			locus_tag	HBIAX_02792
			EC_number	3.5.1.54
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q936X2
			codon_start	1
			transl_table	11
			product	Allophanate hydrolase
				
	CDS	3061457..3062710	gene	amiC_4
			locus_tag	HBIAX_02793
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P27017
			codon_start	1
			transl_table	11
			product	Aliphatic amidase expression-regulating protein
				
	CDS	3062731..3064362	locus_tag	HBIAX_02794
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3064359..3065486	locus_tag	HBIAX_02795
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3065483..3066322	gene	rbsA_2
			locus_tag	HBIAX_02796
			EC_number	7.5.2.7
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P04983
			codon_start	1
			transl_table	11
			product	Ribose import ATP-binding protein RbsA
				
	CDS	3066324..3067022	gene	livF_9
			locus_tag	HBIAX_02797
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P22731
			codon_start	1
			transl_table	11
			product	High-affinity branched-chain amino acid transport ATP-binding protein LivF
				
	CDS	3067048..3067446	locus_tag	HBIAX_02798
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3067613..3069814	gene	cntO_3
			locus_tag	HBIAX_02799
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q9HUX3
			codon_start	1
			transl_table	11
			product	Metal-pseudopaline receptor CntO
				
	CDS	3069823..3071358	locus_tag	HBIAX_02800
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3071436..3071864	gene	arsC_1
			locus_tag	HBIAX_02801
			EC_number	1.20.4.1
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P08692
			codon_start	1
			transl_table	11
			product	Arsenate reductase
				
	CDS	3071933..3072655	gene	nreC_2
			locus_tag	HBIAX_02802
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q7WZY4
			codon_start	1
			transl_table	11
			product	Oxygen regulatory protein NreC
				
	CDS	3072655..3074526	locus_tag	HBIAX_02803
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3074563..3075120	locus_tag	HBIAX_02804
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3075213..3075818	gene	ybjG
			locus_tag	HBIAX_02805
			EC_number	3.6.1.27
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P75806
			codon_start	1
			transl_table	11
			product	Putative undecaprenyl-diphosphatase YbjG
				
	CDS	complement(3075881..3076432)	gene	ogt_1
			locus_tag	HBIAX_02806
			EC_number	2.1.1.63
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0AFH0
			codon_start	1
			transl_table	11
			product	Methylated-DNA--protein-cysteine methyltransferase
				
	CDS	3076506..3078026	gene	alkA
			locus_tag	HBIAX_02807
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P9WJW3
			codon_start	1
			transl_table	11
			product	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
				
	CDS	complement(3078304..3078786)	locus_tag	HBIAX_02808
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q4UQD0
			note	UPF0234 protein XC_3703
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
				
	CDS	complement(3078867..3079652)	gene	hmuV
			locus_tag	HBIAX_02809
			EC_number	3.6.3.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q8L1U3
			codon_start	1
			transl_table	11
			product	Hemin import ATP-binding protein HmuV
				
	CDS	complement(3079652..3080650)	gene	hmuU_2
			locus_tag	HBIAX_02810
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q56992
			codon_start	1
			transl_table	11
			product	Hemin transport system permease protein HmuU
				
	CDS	complement(3080634..3081467)	gene	hmuT
			locus_tag	HBIAX_02811
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q56991
			codon_start	1
			transl_table	11
			product	Hemin-binding periplasmic protein HmuT
				
	CDS	complement(3081478..3082536)	gene	hemS
			locus_tag	HBIAX_02812
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P31517
			codon_start	1
			transl_table	11
			product	Hemin transport protein HemS
				
	CDS	complement(3082602..3085217)	gene	btuB_4
			locus_tag	HBIAX_02813
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_01531
			codon_start	1
			transl_table	11
			product	Vitamin B12 transporter BtuB
				
	CDS	complement(3085330..3086331)	gene	fecR_10
			locus_tag	HBIAX_02814
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P23485
			codon_start	1
			transl_table	11
			product	Protein FecR
				
	CDS	complement(3086310..3086819)	gene	fecI_10
			locus_tag	HBIAX_02815
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P23484
			codon_start	1
			transl_table	11
			product	putative RNA polymerase sigma factor FecI
				
	CDS	3087002..3087469	locus_tag	HBIAX_02816
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3087624..3088487	locus_tag	HBIAX_02817
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3088665..3089357	locus_tag	HBIAX_02818
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3089454..3089876	locus_tag	HBIAX_02819
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(3089848..3091158)	locus_tag	HBIAX_02820
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3091268..3092188	gene	cmpR_5
			locus_tag	HBIAX_02821
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q9F1R2
			codon_start	1
			transl_table	11
			product	HTH-type transcriptional activator CmpR
				
	CDS	complement(3092160..3093293)	gene	thrC_1
			locus_tag	HBIAX_02822
			EC_number	4.2.3.1
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:A0R220
			codon_start	1
			transl_table	11
			product	Threonine synthase
				
	CDS	3093395..3094306	gene	dmlR_20
			locus_tag	HBIAX_02823
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P76250
			codon_start	1
			transl_table	11
			product	HTH-type transcriptional regulator DmlR
				
	CDS	complement(3094350..3095756)	gene	rocC
			locus_tag	HBIAX_02824
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P39636
			codon_start	1
			transl_table	11
			product	Amino-acid permease RocC
				
	CDS	complement(3095816..3097066)	gene	kynU
			locus_tag	HBIAX_02825
			EC_number	3.7.1.3
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P83788
			codon_start	1
			transl_table	11
			product	Kynureninase
				
	CDS	3097205..3097678	gene	lrp_5
			locus_tag	HBIAX_02826
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0ACJ0
			codon_start	1
			transl_table	11
			product	Leucine-responsive regulatory protein
				
	CDS	complement(3097686..3098309)	locus_tag	HBIAX_02827
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P67153
			note	UPF0073 inner membrane protein YqfA
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(3098433..3099479)	locus_tag	HBIAX_02828
			EC_number	3.4.11.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P9WM23
			codon_start	1
			transl_table	11
			product	putative aminopeptidase
				
	CDS	3099714..3100499	gene	tcyA
			locus_tag	HBIAX_02829
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P42199
			codon_start	1
			transl_table	11
			product	L-cystine-binding protein TcyA
				
	CDS	3100512..3101261	gene	tcyB
			locus_tag	HBIAX_02830
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P42200
			codon_start	1
			transl_table	11
			product	L-cystine transport system permease protein TcyB
				
	CDS	3101258..3102019	gene	tcyC_2
			locus_tag	HBIAX_02831
			EC_number	3.6.3.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P39456
			codon_start	1
			transl_table	11
			product	L-cystine import ATP-binding protein TcyC
				
	CDS	complement(3102206..3102994)	locus_tag	HBIAX_02832
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3103162..3104451	locus_tag	HBIAX_02833
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3104441..3105958	locus_tag	HBIAX_02834
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3105991..3106425	locus_tag	HBIAX_02835
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	3106485..3107102	gene	ypmQ_2
			locus_tag	HBIAX_02836
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P54178
			codon_start	1
			transl_table	11
			product	SCO1 protein
				
	CDS	3107131..3107622	locus_tag	HBIAX_02837
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
